frameNo,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
50,353.7313537597656,280.8917541503906,363.82275390625,271.5308837890625,340.035888671875,262.89007568359375,366.70599365234375,279.45159912109375,314.80743408203125,257.12957763671875,362.3811340332031,347.8578796386719,255.70069885253906,303.9338684082031,388.3304138183594,422.024658203125,168.48223876953125,280.17169189453125,448.157958984375,476.74969482421875,52.43124008178711,238.40785217285156,312.6449890136719,512.0328979492188,242.00523376464844,501.23193359375,296.0662536621094,674.0477905273438,181.45687866210938,603.4813232421875,286.6956787109375,791.4185180664062,244.88848876953125,650.2855834960938
51,349.3944396972656,278.5133056640625,360.20013427734375,269.1510314941406,335.707275390625,261.2291259765625,367.4039001464844,272.75189208984375,310.4940185546875,256.9080810546875,360.9205017089844,344.0491638183594,251.42300415039062,302.9992370605469,390.4560241699219,420.3876037597656,162.8164825439453,280.673828125,450.2474365234375,469.3594970703125,54.75974655151367,250.426513671875,311.9347839355469,514.01025390625,237.73580932617188,504.64801025390625,296.0864562988281,676.7696533203125,185.14820861816406,603.3118286132812,286.7215270996094,791.9974975585938,246.38035583496094,650.1231689453125
52,344.6267395019531,275.9244689941406,358.30633544921875,265.1275329589844,334.5469970703125,262.9681396484375,367.66607666015625,265.8473205566406,309.3476867675781,255.05039978027344,359.7463073730469,340.70611572265625,250.30931091308594,306.8757019042969,391.4254150390625,417.0045166015625,158.15184020996094,285.2818298339844,455.503662109375,462.35162353515625,42.955013275146484,255.77020263671875,315.1075439453125,515.6165771484375,243.10951232910156,502.66021728515625,296.3880310058594,679.0101928710938,184.07113647460938,601.2722778320312,284.14837646484375,796.3369750976562,246.70941162109375,650.938232421875
53,338.4931335449219,270.8277587890625,352.17510986328125,260.0273132324219,324.8111267089844,253.54702758789062,354.33544921875,263.62744140625,299.6074523925781,251.3869171142578,353.6153259277344,335.6305847167969,244.1593780517578,305.3892517089844,388.9004211425781,404.0335693359375,150.54576110839844,293.1487121582031,460.19085693359375,446.5154113769531,31.728464126586914,272.98785400390625,315.44976806640625,511.3182067871094,242.71917724609375,505.5579528808594,293.84661865234375,681.9656372070312,183.6705780029297,597.7219848632812,247.03982543945312,651.0042724609375,246.31968688964844,648.8441772460938
54,334.9394226074219,268.1496887207031,345.02874755859375,258.7939453125,319.805419921875,256.6349182128906,351.5147705078125,260.2333068847656,293.8614196777344,253.03656005859375,351.5147705078125,331.48101806640625,241.97340393066406,309.89080810546875,389.7101135253906,400.5697326660156,149.72805786132812,299.0956726074219,461.7767639160156,437.9927978515625,32.259368896484375,286.8612365722656,316.9227294921875,512.8388671875,246.2974090576172,507.08148193359375,293.1407470703125,687.7196044921875,185.04071044921875,599.91943359375,247.73873901367188,652.4556884765625,247.01808166503906,649.5769653320312
55,331.1414794921875,269.2074279785156,339.78973388671875,259.1347351074219,315.286376953125,254.81788635253906,342.6725158691406,261.2931823730469,289.3415832519531,255.53736877441406,349.15869140625,332.52154541015625,240.33482360839844,313.09564208984375,388.7965087890625,395.83563232421875,144.4833221435547,304.4618835449219,467.3515319824219,428.2121887207031,29.173255920410156,300.14501953125,317.44842529296875,513.110595703125,242.4968719482422,505.19635009765625,187.00390625,597.28955078125,187.724609375,598.009033203125,249.70375061035156,649.8115234375,248.9830780029297,648.37255859375
56,322.757568359375,270.99078369140625,331.40380859375,260.1902160644531,309.78814697265625,259.4701843261719,340.7705993652344,260.9102783203125,283.1288757324219,258.0301208496094,346.5347595214844,330.7537536621094,235.57444763183594,317.7931213378906,390.4865417480469,391.2367858886719,151.99398803710938,314.19293212890625,471.9054870605469,417.8781433105469,87.8675765991211,309.1526794433594,319.87548828125,510.0427551269531,244.94122314453125,508.60272216796875,297.539306640625,675.6510620117188,188.02005004882812,602.2073974609375,250.70541381835938,650.4497680664062,250.70541381835938,650.4497680664062
57,313.92572021484375,267.2981262207031,321.12652587890625,255.7819366455078,297.3638916015625,256.501708984375,271.4410400390625,257.94122314453125,329.7674865722656,260.10052490234375,231.1165771484375,320.5605163574219,339.1285095214844,327.7581481933594,387.37384033203125,379.5810241699219,387.37384033203125,379.5810241699219,484.58453369140625,394.6960144042969,483.8644714355469,394.6960144042969,254.1591339111328,505.5393981933594,323.2867431640625,514.1765747070312,192.23228454589844,601.987548828125,303.8446044921875,673.2439575195312,254.1591339111328,651.651123046875,282.24224853515625,794.8837890625
58,311.7623596191406,270.5024719238281,320.4093017578125,258.263427734375,297.3508605957031,258.263427734375,262.7632751464844,258.263427734375,264.92498779296875,258.9833679199219,339.1442565917969,327.3778991699219,226.013916015625,323.7781982421875,390.3050842285156,373.4542236328125,137.3831787109375,333.8573913574219,486.1415710449219,381.3736267089844,485.42095947265625,380.6536560058594,324.01214599609375,514.56298828125,249.79290771484375,510.9632873535156,191.42630004882812,605.2758178710938,191.42630004882812,604.5557861328125,253.3957977294922,651.3521118164062,280.05706787109375,802.5401000976562
59,295.47515869140625,272.68560791015625,306.9996032714844,261.1738586425781,283.9507141113281,261.1738586425781,313.4820861816406,261.8933410644531,258.02069091796875,261.8933410644531,337.2512512207031,328.0859069824219,221.28652954101562,330.9638671875,390.55181884765625,367.6575927734375,108.2029037475586,343.9145812988281,488.5096130371094,366.9380798339844,39.77650833129883,355.42633056640625,324.2862548828125,514.432373046875,249.37738037109375,511.5544738769531,303.398193359375,680.63330078125,193.9159698486328,605.8069458007812,283.9507141113281,785.6781005859375,258.02069091796875,651.8539428710938
60,303.546630859375,271.1910095214844,304.98681640625,258.9604797363281,288.42486572265625,260.3993835449219,252.42066955566406,262.55767822265625,308.58721923828125,261.1188049316406,219.2967987060547,332.3436584472656,333.0700988769531,321.5520324707031,119.2051010131836,355.3658447265625,394.2772216796875,363.2796936035156,491.48858642578125,353.92694091796875,487.88818359375,354.6463928222656,252.42066955566406,514.3627319335938,325.8692321777344,514.3627319335938,196.9741973876953,607.8903198242188,304.2667236328125,671.2012939453125,255.30099487304688,649.6180419921875,281.2240295410156,801.4205322265625
61,291.58538818359375,268.33709716796875,293.0272521972656,256.81878662109375,277.88775634765625,261.1381530761719,241.1204071044922,268.33709716796875,299.5155944824219,261.1381530761719,215.88792419433594,337.4469299316406,327.6318054199219,318.0097961425781,117.84168243408203,365.5228271484375,399.003662109375,346.80560302734375,497.7708740234375,317.2898864746094,493.4452819824219,318.0097961425781,257.7017517089844,509.501708984375,332.6783142089844,517.4205322265625,196.42286682128906,604.5277709960938,308.166748046875,671.4779663085938,258.42266845703125,650.6010131835938,282.9342346191406,802.498779296875
62,283.14483642578125,268.9314270019531,285.30596923828125,255.97219848632812,266.57598876953125,259.5719909667969,296.8321228027344,257.412109375,238.48104858398438,271.09130859375,329.2493591308594,319.32843017578125,215.4287567138672,339.4872131347656,401.2877197265625,338.7672424316406,117.45659637451172,376.92498779296875,496.3783264160156,304.20928955078125,496.3783264160156,304.20928955078125,329.9697570800781,516.5966186523438,255.77024841308594,514.436767578125,301.8747863769531,687.2264404296875,196.69879150390625,608.0311889648438,256.4906311035156,646.9088134765625,257.931396484375,646.1888427734375
63,275.482421875,270.85968017578125,279.0865478515625,257.1849060058594,258.18280029296875,261.5032653808594,230.07090759277344,272.29913330078125,232.2333526611328,273.01885986328125,328.8229675292969,320.52069091796875,329.5437927246094,319.8009338378906,97.44037628173828,389.6142272949219,402.34637451171875,330.5968322753906,493.1694641113281,293.171142578125,492.44866943359375,293.890869140625,258.18280029296875,509.8082580566406,257.46197509765625,509.0885009765625,303.5943603515625,685.4210815429688,202.67982482910156,604.0921630859375,258.18280029296875,648.715087890625,282.69061279296875,802.0164794921875
64,268.35308837890625,273.2080993652344,275.5610656738281,260.97705078125,251.05401611328125,263.8549499511719,224.3845672607422,275.3665466308594,226.54693603515625,276.08599853515625,328.1791687011719,320.69342041015625,328.89996337890625,319.9739685058594,104.73242950439453,393.3603515625,404.5835266113281,323.57135009765625,3.1001954078674316,431.4925537109375,487.4750671386719,283.28076171875,259.70355224609375,508.4762878417969,258.261962890625,516.3905639648438,306.5552978515625,677.5528564453125,200.59828186035156,611.3612060546875,259.70355224609375,650.9323120117188,259.70355224609375,649.4933471679688
65,261.6134948730469,270.08416748046875,263.0540466308594,258.5679931640625,243.60659790039062,266.4853820800781,278.1798400878906,263.6063232421875,221.9983367919922,280.1608581542969,327.87884521484375,315.42919921875,215.51585388183594,346.3789367675781,406.3889465332031,310.3908386230469,407.10919189453125,311.110595703125,5.195354461669922,451.46417236328125,492.10174560546875,258.5679931640625,331.4802551269531,510.4846496582031,261.6134948730469,510.4846496582031,198.22923278808594,609.0919799804688,201.8306121826172,607.6525268554688,262.3337707519531,650.118408203125,259.4526672363281,642.2010498046875
66,263.156005859375,275.1305236816406,264.59600830078125,263.61260986328125,246.5957794189453,267.9317932128906,215.63531494140625,282.3291931152344,217.07534790039062,282.3291931152344,323.6368713378906,316.16302490234375,210.59523010253906,353.5962219238281,407.87811279296875,302.48553466796875,410.7580871582031,302.48553466796875,8.272329330444336,457.97723388671875,491.3992614746094,247.0556182861328,332.99700927734375,510.52764892578125,263.156005859375,511.24755859375,304.19659423828125,686.8955078125,201.235107421875,609.149658203125,264.59600830078125,652.3418579101562,262.4360046386719,648.0225830078125
67,215.87576293945312,285.4187316894531,233.87680053710938,271.0174865722656,213.7156219482422,274.6177978515625,263.39849853515625,265.2569885253906,212.27554321289062,284.69866943359375,324.6020202636719,314.94134521484375,212.99559020996094,353.1046447753906,409.5669860839844,298.3798828125,410.2869873046875,299.0999450683594,486.6114501953125,242.21498107910156,485.8913879394531,242.21498107910156,333.96258544921875,510.7984619140625,262.678466796875,510.7984619140625,309.4811706542969,687.9338989257812,200.7548828125,610.1671142578125,262.678466796875,645.4502563476562,260.5183410644531,644.7301635742188
68,211.19451904296875,288.5625,249.37525939941406,265.530517578125,220.55960083007812,274.16748046875,265.223876953125,265.530517578125,210.47413635253906,287.12298583984375,322.134765625,312.314208984375,210.47413635253906,354.7794494628906,408.5817565917969,290.00201416015625,121.1456298828125,418.1173400878906,487.82476806640625,236.02078247070312,14.527722358703613,472.09857177734375,335.82220458984375,510.2452697753906,263.7830810546875,511.68475341796875,308.4473571777344,696.6603393554688,201.82943725585938,611.0101928710938,266.6646423339844,650.596435546875,264.50347900390625,649.1569213867188
69,210.96343994140625,291.4286193847656,220.32908630371094,277.0318908691406,203.0386505126953,280.631103515625,256.3508605957031,267.6740417480469,201.5977783203125,289.98895263671875,319.7491760253906,315.18316650390625,210.96343994140625,356.9336242675781,405.48095703125,280.631103515625,130.27467346191406,418.11962890625,483.2879638671875,218.72523498535156,23.65025520324707,479.30560302734375,337.03961181640625,512.4180297851562,267.1573791503906,512.4180297851562,313.2652282714844,677.2603149414062,202.31822204589844,612.4751586914062,284.44781494140625,799.6322631835938,266.43695068359375,648.4669189453125
70,248.69163513183594,277.88543701171875,248.69163513183594,266.37091064453125,230.6873016357422,271.40850830078125,260.2144470214844,268.5298767089844,202.60052490234375,293.71783447265625,314.22747802734375,311.7092590332031,204.7610321044922,365.6834716796875,400.6483154296875,279.3247375488281,126.98226165771484,425.4148864746094,482.0279541015625,203.0411834716797,34.07984161376953,481.54803466796875,337.27301025390625,512.4932861328125,267.4161682128906,513.2129516601562,312.787109375,678.01416015625,204.04086303710938,611.8058471679688,285.4205017089844,796.0377197265625,268.85650634765625,649.2279052734375
71,199.1891632080078,295.44989013671875,234.48287963867188,273.8544616699219,201.34999084472656,283.2124938964844,254.65072631835938,273.1346130371094,198.46888732910156,295.44989013671875,313.7137451171875,309.846923828125,207.83250427246094,364.555419921875,397.2662048339844,279.6132507324219,137.2450408935547,423.5830383300781,33.52467346191406,489.8091125488281,37.126075744628906,489.0892639160156,336.7626953125,513.5641479492188,266.8955078125,512.8442993164062,314.43402099609375,682.7285766601562,202.07028198242188,612.1834716796875,287.78363037109375,797.9044189453125,270.4969177246094,651.7750854492188
72,196.18960571289062,297.1711730957031,212.0305633544922,282.7712097167969,194.74948120117188,285.6512145996094,248.0327911376953,273.4112243652344,196.18960571289062,297.1711730957031,314.27685546875,310.1311340332031,204.8301239013672,367.0110168457031,398.5220947265625,272.69122314453125,137.1459503173828,427.4908447265625,36.33974838256836,495.8907165527344,21.218820571899414,498.77069091796875,335.878173828125,518.9306640625,267.4739685058594,517.4906616210938,314.9969177246094,673.7302856445312,204.8301239013672,614.6904296875,284.0350036621094,799.010009765625,269.63409423828125,650.6903686523438
73,192.6675567626953,299.6327819824219,204.90570068359375,287.4023742675781,190.50787353515625,293.1578674316406,245.939453125,272.2942810058594,193.38743591308594,297.4744873046875,310.7296142578125,308.9854431152344,207.78524780273438,367.2596435546875,392.0772705078125,265.09991455078125,137.23597717285156,437.76422119140625,42.21041488647461,508.98822021484375,42.21041488647461,508.98822021484375,338.08544921875,510.42706298828125,267.5361633300781,510.42706298828125,318.6484069824219,672.2998657226562,207.06536865234375,613.30615234375,286.97320556640625,799.6397705078125,272.5754089355469,654.31396484375
74,197.26646423339844,300.33807373046875,226.078369140625,281.61407470703125,196.54617309570312,288.0954895019531,244.80609130859375,280.8939514160156,193.66500854492188,303.21868896484375,308.1922302246094,311.140380859375,202.30856323242188,373.7936706542969,391.7467041015625,262.16998291015625,135.3209228515625,443.6484375,457.29376220703125,185.1136474609375,40.962005615234375,516.3838500976562,340.6056213378906,511.3427734375,268.5758972167969,510.62261962890625,318.2763977050781,673.3771362304688,210.23182678222656,612.1641235351562,286.58331298828125,797.9635009765625,275.0585632324219,656.0934448242188
75,195.2242431640625,303.7866516113281,205.3033447265625,287.95068359375,187.3050079345703,292.9894104003906,240.58004760742188,279.3128967285156,188.02493286132812,303.0668640136719,306.0939636230469,313.8641357421875,202.423583984375,375.7684020996094,391.04608154296875,256.99853515625,134.7498779296875,449.1897888183594,49.077842712402344,523.3309936523438,50.51770782470703,522.6111450195312,337.7710266113281,513.9733276367188,267.21759033203125,513.9733276367188,318.33282470703125,678.0916748046875,210.3428497314453,616.9072265625,288.09564208984375,799.7407836914062,272.2571105957031,655.0575561523438
76,196.08544921875,303.8538818359375,215.5277557373047,282.2628173828125,191.04483032226562,293.058349609375,238.5704803466797,280.10369873046875,190.3247528076172,305.2933044433594,306.258544921875,314.6494445800781,200.4059600830078,377.2635803222656,390.50860595703125,256.353515625,137.7584991455078,449.9534912109375,445.9552001953125,172.86801147460938,57.8289794921875,525.5222778320312,338.66241455078125,511.847900390625,268.093994140625,513.287353515625,315.6196594238281,676.6598510742188,211.20724487304688,616.204833984375,285.3760681152344,800.44873046875,269.5341796875,653.6293334960938
77,191.07383728027344,304.7855224609375,213.3875732421875,283.90875244140625,183.87583923339844,295.4269714355469,237.14093017578125,282.468994140625,184.59564208984375,306.9451904296875,304.08221435546875,311.984375,198.99160766601562,380.3737487792969,379.6610412597656,260.8723449707031,145.0067138671875,451.6426086425781,61.51007843017578,536.58935546875,62.94968032836914,535.8694458007812,339.3523254394531,511.393310546875,267.3724670410156,513.552978515625,313.4395751953125,677.6873168945312,217.70635986328125,618.6565551757812,284.64764404296875,799.348388671875,273.130859375,655.370849609375
78,188.89894104003906,311.3298645019531,198.26312255859375,294.7701110839844,183.856689453125,300.530029296875,231.39796447753906,284.6903076171875,184.57699584960938,309.889892578125,298.3879699707031,312.76983642578125,200.42410278320312,377.56878662109375,390.5892333984375,259.4906921386719,144.9592742919922,451.0076599121094,64.28315734863281,538.8462524414062,65.72380828857422,538.126220703125,339.44635009765625,511.48663330078125,269.5750427246094,512.2066650390625,317.1163330078125,676.364013671875,216.2711944580078,614.4450073242188,283.98150634765625,800.9219360351562,271.01568603515625,651.1643676757812
79,194.21629333496094,305.83636474609375,208.61314392089844,288.5567626953125,183.4186553955078,298.6365051269531,233.08778381347656,283.5168762207031,180.53929138183594,308.7162780761719,297.1537780761719,313.03619384765625,199.9750518798828,379.2746276855469,379.2158203125,256.15753173828125,140.9479522705078,457.75274658203125,438.2428894042969,181.27931213378906,61.045440673828125,539.830810546875,338.1847839355469,510.3115234375,268.3600769042969,517.5113525390625,314.42999267578125,676.6275634765625,220.85047912597656,621.1888427734375,284.19659423828125,800.4646606445312,274.8386535644531,655.028076171875
80,188.00173950195312,308.0772705078125,199.52041625976562,294.3963623046875,182.2423858642578,303.7569885253906,229.0370635986328,282.1555480957031,182.2423858642578,308.0772705078125,293.8296813964844,316.7178649902344,198.8004913330078,381.52215576171875,376.6203308105469,256.9538879394531,139.7672119140625,458.5672607421875,442.1328430175781,170.5481414794922,65.61563873291016,537.0524291992188,339.1845703125,509.6906433105469,267.1927490234375,511.1307373046875,316.8670654296875,676.74169921875,218.9582061767578,623.458251953125,287.3504333496094,799.8699340820312,272.9520568847656,655.1402587890625
81,182.23638916015625,309.95318603515625,186.5594482421875,298.4410705566406,174.31077575683594,304.1971130371094,228.3490447998047,282.6119079589844,175.75180053710938,306.35565185546875,291.75390625,316.4287414550781,193.0440216064453,383.3428649902344,375.33306884765625,257.4291687011719,135.40322875976562,461.0495910644531,431.5328674316406,175.40541076660156,62.631717681884766,536.5977783203125,337.14605712890625,508.53704833984375,265.8155517578125,510.695556640625,316.9717712402344,668.987060546875,221.14393615722656,616.4630126953125,285.9898376464844,796.3397827148438,270.859130859375,655.31640625
82,185.27230834960938,308.0429992675781,193.91900634765625,292.21319580078125,177.34620666503906,297.2499084472656,229.22621154785156,282.1396179199219,175.18453979492188,305.8843688964844,292.6351013183594,315.9578857421875,194.63954162597656,381.4358215332031,377.6606750488281,256.9558410644531,135.55398559570312,464.90216064453125,53.41065979003906,539.0145263671875,54.1312141418457,539.0145263671875,337.3095397949219,505.91583251953125,264.5334167480469,512.3916625976562,315.69287109375,676.4461669921875,222.7412109375,616.0050659179688,284.708984375,798.048095703125,269.57733154296875,654.860107421875
83,183.70013427734375,307.2962646484375,194.50555419921875,292.9001159667969,177.937255859375,301.5378112792969,226.92178344726562,281.3831787109375,174.33544921875,305.1368103027344,291.7543029785156,314.49432373046875,193.78518676757812,380.71661376953125,376.0364990234375,263.3880310058594,139.03775024414062,458.45574951171875,55.47587585449219,534.7553100585938,56.19623947143555,534.0354614257812,336.4166564941406,506.68280029296875,265.8212890625,507.4026184082031,315.52618408203125,675.11767578125,225.4810791015625,611.0548095703125,283.1099548339844,799.6443481445312,273.02490234375,660.0017700195312
84,184.86734008789062,304.67724609375,194.23806762695312,290.28582763671875,174.05494689941406,298.20111083984375,229.55850219726562,278.7727355957031,174.05494689941406,301.0793762207031,293.71197509765625,311.8729553222656,192.79641723632812,378.0733337402344,373.0027770996094,265.8204650878906,140.17616271972656,463.70208740234375,55.83958053588867,534.939453125,58.00205993652344,534.2199096679688,333.35736083984375,505.4371643066406,264.15814208984375,511.9132385253906,311.0118103027344,670.218505859375,223.7919158935547,609.05517578125,284.34124755859375,795.4236450195312,269.20391845703125,655.1075439453125
85,185.65328979492188,302.3848571777344,194.3038787841797,288.7016906738281,178.44448852539062,292.302490234375,228.90621948242188,277.17901611328125,176.28182983398438,300.94451904296875,291.6229553222656,314.6276550292969,191.4203643798828,373.6813049316406,379.5705261230469,266.37652587890625,137.35421752929688,464.4222717285156,55.17365646362305,530.6775512695312,55.8945426940918,529.9574584960938,329.1087951660156,504.7516174316406,259.9041442871094,504.7516174316406,307.48236083984375,684.072998046875,222.4182891845703,607.0152587890625,282.2514953613281,796.4190063476562,269.9964904785156,656.7067260742188
86,182.6715545654297,296.8773498535156,192.03173828125,283.9224548339844,175.47142028808594,287.5210266113281,228.75244140625,274.566162109375,174.75140380859375,294.71820068359375,294.9937438964844,312.7110900878906,189.87168884277344,369.56866455078125,379.9553527832031,273.126708984375,136.59068298339844,458.81341552734375,45.868927001953125,529.3455810546875,47.3089599609375,528.6258544921875,327.39434814453125,498.3978271484375,258.27301025390625,505.594970703125,304.3539123535156,684.80419921875,222.27232360839844,611.3931274414062,282.7535095214844,799.2389526367188,267.6332092285156,658.1746826171875
87,200.55020141601562,289.7679443359375,211.3565216064453,273.93408203125,184.70089721679688,282.57073974609375,235.8509063720703,273.93408203125,177.4966583251953,294.0863037109375,293.4847412109375,315.6779479980469,186.86216735839844,372.53594970703125,379.9355163574219,281.85101318359375,131.3896026611328,455.3039245605469,458.4615783691406,201.96192932128906,42.05717086791992,515.0408325195312,323.74249267578125,502.8055419921875,257.4635925292969,505.6844177246094,305.73193359375,679.8570556640625,224.3241424560547,613.6426391601562,281.9579772949219,802.9293823242188,266.8291015625,656.106201171875
88,181.97988891601562,293.73297119140625,197.8355712890625,275.7342834472656,180.53846740722656,281.4938659667969,236.0333251953125,272.8544616699219,179.81776428222656,288.6933288574219,299.4560241699219,315.3314208984375,190.62844848632812,365.7277526855469,390.2657775878906,277.89410400390625,133.69216918945312,446.3619384765625,29.188854217529297,500.35809326171875,31.35099220275879,498.9181823730469,321.077392578125,508.27752685546875,252.60971069335938,508.9974365234375,302.3388671875,685.3847045898438,219.4569549560547,619.1495361328125,282.879638671875,796.2567138671875,264.86181640625,657.3067626953125
89,215.0602264404297,280.44989013671875,224.4261474609375,268.2175598144531,197.76930236816406,273.2544250488281,243.87843322753906,270.376220703125,185.52159118652344,289.80401611328125,297.192138671875,318.5859375,187.6829376220703,357.4415283203125,391.5717468261719,295.5603942871094,119.96015930175781,426.51812744140625,475.14453125,232.24017333984375,9.730524063110352,459.61737060546875,316.6444091796875,511.4248046875,248.921630859375,512.1443481445312,297.9125671386719,681.957763671875,215.7806854248047,618.637451171875,279.9012145996094,800.6831665039062,260.44891357421875,660.3712158203125
90,226.91543579101562,276.490234375,232.679931640625,264.2490234375,208.18080139160156,267.12933349609375,249.2528839111328,267.8493957519531,185.8433380126953,278.65045166015625,300.412841796875,324.014892578125,185.122802734375,357.13812255859375,393.36541748046875,302.41278076171875,109.46370697021484,419.064208984375,477.6712951660156,245.52719116210938,30.201799392700195,433.4656677246094,314.8240966796875,507.6329040527344,243.48838806152344,509.7931213378906,301.8539733886719,670.3688354492188,213.94529724121094,619.243896484375,280.9576416015625,801.4217529296875,257.899658203125,661.72802734375
91,215.78721618652344,279.4153747558594,228.7560577392578,264.2936706542969,202.818359375,270.0543212890625,250.3708038330078,271.4944763183594,190.57000732421875,277.9752197265625,296.4822692871094,321.1800231933594,189.1290283203125,352.863525390625,365.6494445800781,320.4599304199219,106.27250671386719,403.2691650390625,1.0807373523712158,414.0703430175781,1.0807373523712158,414.7904357910156,315.2150573730469,509.8409729003906,239.5634307861328,515.6016235351562,299.3642272949219,670.4188232421875,210.7437744140625,614.2526245117188,281.3519592285156,793.5526123046875,255.4142608642578,660.3377075195312
92,237.88783264160156,269.0465393066406,242.9290313720703,258.2448425292969,218.4431915283203,264.7258605957031,257.3324890136719,266.8861999511719,194.677490234375,275.5275573730469,297.662109375,325.2152404785156,183.1547393798828,349.69903564453125,392.7248229980469,315.8537902832031,96.73411560058594,388.5850830078125,492.1085510253906,267.6063232421875,16.074838638305664,385.7046203613281,307.7445373535156,515.32470703125,237.16766357421875,516.7649536132812,296.94195556640625,667.9884033203125,210.5212860107422,617.58056640625,278.9376220703125,797.6085205078125,255.1719512939453,660.7872924804688
93,249.05625915527344,266.1439208984375,251.2188262939453,256.06707763671875,228.15139770507812,257.5066223144531,259.869140625,264.7043762207031,202.20053100585938,268.3032531738281,298.0745849609375,325.1655578613281,176.97052001953125,343.87969970703125,391.0652160644531,331.6435241699219,86.14247131347656,359.7147521972656,497.03125,298.5338439941406,1.8021438121795654,348.9181213378906,303.1205749511719,513.7467651367188,228.15139770507812,515.9060668945312,290.1451416015625,674.9765014648438,200.03794860839844,615.9549560546875,278.6114196777344,795.8988037109375,249.05625915527344,656.9821166992188
94,251.66162109375,263.41583251953125,256.7040100097656,251.89804077148438,229.33106994628906,252.617919921875,262.46673583984375,261.2562561035156,204.11917114257812,264.1357116699219,297.7633972167969,327.4835510253906,174.585205078125,338.2814636230469,389.9670104980469,338.2814636230469,87.42401885986328,346.9197998046875,503.0603942871094,310.9267272949219,7.466231822967529,331.8027038574219,297.0430908203125,511.0482482910156,222.12767028808594,514.6475830078125,288.39898681640625,670.8575439453125,192.5937042236328,613.9884643554688,278.314208984375,802.59228515625,245.89891052246094,655.740478515625
95,262.5553894042969,266.253173828125,263.99700927734375,255.45135498046875,253.90576171875,255.45135498046875,207.77442932128906,263.3726501464844,209.2160186767578,263.3726501464844,301.47869873046875,328.18341064453125,176.77992248535156,333.2242431640625,394.4621887207031,344.02606201171875,84.51725006103516,333.2242431640625,499.6993103027344,328.18341064453125,499.6993103027344,328.18341064453125,294.9914855957031,515.4144897460938,216.42404174804688,516.1346435546875,282.73785400390625,684.642578125,187.59194946289062,615.5110473632812,243.8145294189453,656.5579223632812,243.8145294189453,653.6774291992188
96,257.1555480957031,267.9493103027344,259.3163146972656,256.43939208984375,229.06570434570312,254.2812957763672,210.33912658691406,262.1943664550781,273.0010986328125,265.07183837890625,178.6480255126953,331.2539367675781,304.69219970703125,330.5345458984375,83.5746841430664,320.46337890625,386.08074951171875,352.1156921386719,503.48187255859375,343.4832458496094,500.6009521484375,344.9219665527344,212.4998779296875,517.5708618164062,295.32891845703125,518.2902221679688,176.4872589111328,619.7214965820312,179.36827087402344,619.0021362304688,236.26821899414062,658.5675048828125,238.42898559570312,654.9706420898438
97,259.7325134277344,267.012939453125,264.77532958984375,258.37823486328125,243.16342163085938,256.9391174316406,278.46282958984375,265.5738220214844,216.50872802734375,262.6955871582031,298.63397216796875,334.6514587402344,176.16651916503906,322.4189453125,384.36114501953125,367.0315856933594,90.4393081665039,299.39306640625,490.9798583984375,372.78802490234375,493.1410827636719,374.94671630859375,279.1832580566406,517.4193115234375,204.98239135742188,517.4193115234375,275.5812683105469,659.1723022460938,160.3177947998047,615.279296875,279.1832580566406,800.205810546875,232.3574676513672,659.891845703125
98,276.1576843261719,270.48931884765625,276.1576843261719,259.6974792480469,263.1961669921875,259.6974792480469,217.83094787597656,260.4169006347656,279.7580871582031,264.733642578125,176.06613159179688,318.6929016113281,302.8007507324219,339.5570983886719,82.45535278320312,286.3173522949219,386.330322265625,376.9688415527344,487.862060546875,389.9190673828125,487.862060546875,389.9190673828125,200.5489501953125,512.9461059570312,276.1576843261719,517.2628784179688,274.7174987792969,658.2763061523438,153.74356079101562,620.8645629882812,278.3179016113281,800.7286376953125,227.91209411621094,660.4346313476562
99,273.31689453125,271.3365783691406,275.4781188964844,259.0982360839844,252.42506408691406,257.6584167480469,223.60877990722656,258.37835693359375,223.60877990722656,258.37835693359375,298.5311584472656,339.0074462890625,176.7822723388672,315.9705505371094,377.7759704589844,378.60211181640625,90.33336639404297,282.85504150390625,475.031005859375,402.3589172363281,480.0738830566406,403.0788269042969,265.39239501953125,518.983154296875,188.30880737304688,516.823486328125,272.5964660644531,662.9637451171875,140.7618865966797,616.8899536132812,278.3597412109375,801.9049682617188,214.96388244628906,662.2438354492188
100,278.8289489746094,272.04541015625,282.4313049316406,260.5301818847656,265.8605041503906,259.81048583984375,222.63232421875,259.0907897949219,223.352783203125,259.0907897949219,291.0769348144531,338.2579345703125,172.91990661621094,313.0683898925781,379.6947021484375,386.47796630859375,87.18400573730469,273.48480224609375,474.0762634277344,418.144775390625,475.5172119140625,418.864501953125,264.4195556640625,520.3424072265625,186.6088409423828,511.70599365234375,270.90380859375,667.1614990234375,126.80984497070312,620.3809204101562,278.1084899902344,805.3441162109375,214.70713806152344,662.12353515625
