frameNo,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
20,322.59326171875,259.1393127441406,332.67437744140625,247.623779296875,308.91180419921875,246.90408325195312,338.43499755859375,251.22239685058594,282.2688903808594,249.063232421875,362.19757080078125,318.8760681152344,239.78428649902344,321.75494384765625,438.5258483886719,321.75494384765625,147.6143035888672,334.70989990234375,510.53369140625,256.9801330566406,18.000240325927734,353.422607421875,337.71490478515625,509.6018371582031,256.3460998535156,506.00323486328125,313.2322692871094,679.4556884765625,171.3768768310547,587.33154296875,263.546875,650.6668701171875,262.8267822265625,650.6668701171875
21,321.6909484863281,254.68936157226562,331.7703857421875,244.6083984375,305.13189697265625,242.44818115234375,343.28973388671875,253.2492218017578,283.5331115722656,244.6083984375,359.84881591796875,319.4956359863281,240.33554077148438,319.4956359863281,437.6044006347656,329.57659912109375,156.10028076171875,329.57659912109375,523.99951171875,267.650634765625,32.26725769042969,341.81781005859375,333.2102966308594,509.5940246582031,257.61456298828125,504.5535583496094,312.33148193359375,680.2505493164062,166.17971801757812,588.0816040039062,260.4944152832031,650.7276611328125,260.4944152832031,650.7276611328125
22,335.2134094238281,259.1029357910156,341.6983642578125,246.14181518554688,322.2434387207031,243.98162841796875,348.9039001464844,256.22265625,291.2596435546875,246.14181518554688,357.550537109375,328.9488525390625,240.100341796875,318.86798095703125,426.0030822753906,352.7108459472656,138.50230407714844,320.30810546875,511.0284729003906,294.3858947753906,62.84418487548828,322.4682922363281,330.89007568359375,512.5643920898438,255.9525146484375,502.4835510253906,306.3912353515625,683.2189331054688,163.7216796875,587.4507446289062,256.6730651855469,651.5362548828125,284.0541076660156,797.7085571289062
23,336.2559509277344,264.3479919433594,347.0637512207031,253.5494842529297,325.44818115234375,250.66986083984375,354.2689208984375,257.868896484375,297.34796142578125,244.1907501220703,356.43048095703125,326.2596130371094,240.427001953125,314.0212707519531,424.15924072265625,359.3751220703125,141.71595764160156,312.58148193359375,503.4162292480469,310.4217834472656,18.507299423217773,311.861572265625,329.05078125,516.3138427734375,251.2347869873047,511.9944152832031,303.8326416015625,681.891357421875,161.89048767089844,594.063232421875,256.9989318847656,650.9356079101562,246.91168212890625,644.4564208984375
24,341.00518798828125,263.67132568359375,353.2473449707031,253.5895538330078,329.483154296875,250.70904541015625,356.8479919433594,262.2310791015625,297.79754638671875,249.98890686035156,357.568115234375,333.5235900878906,240.907470703125,313.3600158691406,419.49908447265625,368.80975341796875,138.64938354492188,309.7593994140625,500.8735046386719,321.2814025878906,75.27816772460938,308.31915283203125,329.483154296875,517.8759155273438,248.82888793945312,513.5551147460938,305.7189636230469,682.0647583007812,162.41358947753906,594.2092895507812,240.907470703125,643.1779174804688,285.5553894042969,800.1654052734375
25,348.7898864746094,268.3169250488281,357.4307861328125,258.9586486816406,337.98876953125,255.3592987060547,304.8653259277344,252.4798126220703,302.7051086425781,252.4798126220703,356.7107238769531,335.2647399902344,242.21881103515625,312.22894287109375,415.0367736816406,374.1376647949219,139.2480926513672,302.1507873535156,499.28558349609375,333.82501220703125,33.3970832824707,292.79248046875,250.85971069335938,512.3525390625,249.4195556640625,513.0723876953125,158.6901092529297,595.137451171875,301.9850158691406,679.3621215820312,253.0199432373047,651.2872314453125,282.5429992675781,799.5802612304688
26,350.50732421875,273.4463806152344,362.7552490234375,268.4070739746094,334.65704345703125,258.32855224609375,362.7552490234375,269.1269836425781,313.0429992675781,249.68978881835938,359.8733825683594,338.9569396972656,246.76002502441406,307.281494140625,409.5856018066406,392.94915771484375,143.7332000732422,295.04327392578125,503.966796875,356.23443603515625,29.178922653198242,274.88616943359375,325.29095458984375,518.9310302734375,247.48049926757812,511.0121154785156,163.18582153320312,599.5593872070312,305.8383483886719,673.7086791992188,253.96470642089844,657.151123046875,285.6652526855469,798.2507934570312
27,351.50537109375,275.8766174316406,362.3176574707031,270.119384765625,341.41387939453125,262.2031555175781,369.5259094238281,272.2783508300781,314.7434997558594,251.40830993652344,360.15521240234375,340.6457214355469,246.98635864257812,307.54150390625,399.07952880859375,400.377197265625,151.83802795410156,295.3073425292969,492.0653991699219,376.6285400390625,39.389984130859375,272.2783508300781,322.67254638671875,517.6812133789062,246.98635864257812,513.36328125,302.48956298828125,680.3236083984375,161.9295196533203,599.7220458984375,237.6156768798828,642.9014892578125,284.4690246582031,801.9456176757812
28,362.398193359375,284.5292053222656,370.32733154296875,275.8896789550781,353.0274353027344,271.5699157714844,371.048095703125,278.76953125,319.869384765625,252.8509521484375,361.6773681640625,342.12603759765625,248.50747680664062,307.5679626464844,396.9979248046875,410.5223083496094,149.0333251953125,286.6890869140625,490.7054443359375,393.96319580078125,45.95503616333008,268.6900634765625,319.869384765625,517.79638671875,247.0658416748047,509.8768310546875,300.40704345703125,679.7875366210938,164.8915252685547,601.3118286132812,240.57839965820312,645.2293701171875,284.5488586425781,804.3406982421875
29,365.5374755859375,285.6241455078125,373.4626770019531,274.8249816894531,361.21466064453125,273.38507080078125,375.62408447265625,275.544921875,321.5887756347656,254.66651916503906,360.49420166015625,342.4997253417969,256.74639892578125,305.7825927734375,392.1949157714844,415.214111328125,157.32144165039062,287.0639953613281,487.2970275878906,410.1745300292969,48.53035354614258,263.30584716796875,246.65980529785156,509.52685546875,323.0296936035156,516.7262573242188,160.92379760742188,602.3997192382812,305.0179443359375,682.3135375976562,245.2188720703125,647.7561645507812,285.56524658203125,800.3844604492188
30,361.71807861328125,287.96685791015625,376.1363830566406,280.7658996582031,357.392578125,269.9645080566406,376.8573303222656,283.6462707519531,329.2768249511719,257.722900390625,360.9971618652344,346.29443359375,257.9061584472656,302.36871337890625,386.2292175292969,424.0645446777344,168.51255798339844,279.3257141113281,478.5064392089844,442.7869873046875,61.81696319580078,244.76123046875,314.8585510253906,515.5164794921875,241.32508850097656,502.55474853515625,299.71929931640625,685.4586181640625,162.74520874023438,598.3272705078125,286.7427978515625,785.5515747070312,236.27867126464844,642.2529907226562
31,366.7909240722656,290.559814453125,376.1620178222656,286.2395935058594,355.97808837890625,274.7190856933594,374.7203369140625,286.9596252441406,331.468994140625,261.75848388671875,365.34918212890625,348.1623840332031,257.9417724609375,300.6402587890625,386.2540283203125,428.8060302734375,168.55569458007812,274.7190856933594,476.36090087890625,459.7674255371094,68.3568115234375,239.43748474121094,312.7267761230469,514.4898681640625,239.9203643798828,500.0892639160156,296.8679504394531,679.3773193359375,164.23057556152344,600.893798828125,239.9203643798828,643.375732421875,239.19952392578125,643.375732421875
32,366.1116638183594,295.5606384277344,376.9175720214844,286.19842529296875,356.7465515136719,276.83624267578125,378.3583984375,292.6799621582031,333.6939392089844,260.2723693847656,364.6708679199219,353.894287109375,262.3749084472656,299.1614685058594,383.401123046875,429.5119934082031,157.91775512695312,262.432861328125,468.4076232910156,471.28179931640625,72.19084930419922,233.62611389160156,309.2005310058594,512.3314208984375,238.60189819335938,497.9280090332031,295.5130310058594,681.571044921875,164.40130615234375,596.5911254882812,233.5591278076172,642.6819458007812,233.5591278076172,642.6819458007812
33,376.7928161621094,302.449462890625,382.5517883300781,292.3690185546875,371.0339050292969,288.76885986328125,341.519287109375,266.4477844238281,338.63983154296875,262.84765625,365.99481201171875,352.13177490234375,261.6139831542969,301.0093994140625,382.5517883300781,434.2155456542969,170.1907501220703,265.00775146484375,463.8968505859375,480.29766845703125,70.84899139404297,221.8057403564453,309.125244140625,510.5390625,236.41859436035156,495.4183654785156,294.0080261230469,681.1869506835938,166.59141540527344,601.2633056640625,234.97885131835938,641.5851440429688,234.97885131835938,642.3051147460938
34,381.052490234375,303.21875,387.53546142578125,295.2987365722656,376.0102233886719,289.53875732421875,346.4767150878906,268.65875244140625,338.5531005859375,265.05877685546875,368.0865783691406,355.7786560058594,268.6811828613281,298.8987121582031,380.3321533203125,440.0185852050781,178.6400604248047,254.2587890625,455.24639892578125,494.7384948730469,92.20057678222656,220.4188232421875,302.5366516113281,522.0984497070312,230.5037384033203,500.49847412109375,294.613037109375,683.3782958984375,164.2334747314453,602.7384033203125,282.3674621582031,800.0181274414062,235.5460662841797,649.538330078125
35,382.06903076171875,305.48004150390625,387.11395263671875,293.2412414550781,377.02410888671875,290.36151123046875,349.637451171875,269.4835205078125,343.8718566894531,263.0041809082031,366.9342956542969,353.71533203125,266.0361022949219,294.68109130859375,377.02410888671875,437.2272644042969,177.38980102539062,247.8856201171875,451.25640869140625,496.26153564453125,67.84314727783203,189.57130432128906,302.0711669921875,517.1394653320312,232.1631317138672,496.26153564453125,290.5399475097656,684.8831787109375,161.53436279296875,600.6513671875,233.60452270507812,648.166748046875,234.32522583007812,648.88671875
36,378.59527587890625,303.6783447265625,385.796142578125,293.6010437011719,371.3944091796875,284.96337890625,379.31536865234375,293.6010437011719,344.0311279296875,263.3691711425781,364.19354248046875,354.7846374511719,269.14215087890625,295.7604675292969,377.87518310546875,439.0020446777344,177.691162109375,247.53343200683594,448.4436340332031,500.9054260253906,85.52009582519531,189.9488983154297,300.825927734375,518.1807861328125,230.25746154785156,497.3063659667969,291.4648132324219,685.895751953125,161.12916564941406,602.3981323242188,234.57797241210938,649.9053955078125,236.73825073242188,650.6251831054688
37,374.1011962890625,300.6548767089844,382.0306091308594,291.2996826171875,364.7301330566406,278.34637451171875,386.355712890625,298.4959716796875,343.82537841796875,266.832275390625,366.1718444824219,359.66448974609375,278.9486083984375,300.6548767089844,379.147216796875,443.1414794921875,185.2377166748047,251.7200927734375,445.4656982421875,505.02960205078125,447.62823486328125,505.7492370605469,299.13250732421875,515.1043701171875,231.372314453125,493.5155029296875,292.6448059082031,680.619140625,163.61212158203125,600.7402954101562,280.39031982421875,802.9560546875,232.8140411376953,646.076904296875
38,379.8515319824219,302.89715576171875,388.4969482421875,297.1400146484375,386.33563232421875,296.4203796386719,351.7538757324219,274.11151123046875,347.43115234375,266.91510009765625,367.60382080078125,359.0291748046875,364.7220153808594,358.30950927734375,379.1310729980469,443.2272033691406,378.41064453125,443.9468078613281,438.2082214355469,507.994873046875,438.92864990234375,509.4341735839844,229.2769012451172,502.2377624511719,302.0426330566406,512.3126831054688,289.0744934082031,680.7088012695312,163.71572875976562,601.5482177734375,281.1495056152344,804.4869995117188,233.59963989257812,646.1659545898438
39,383.39544677734375,307.3709716796875,389.8790283203125,295.8515625,384.11578369140625,294.4116516113281,350.25689697265625,272.09283447265625,345.21405029296875,265.6131591796875,366.1057434082031,357.04840087890625,363.9445495605469,356.32843017578125,377.6322021484375,443.44390869140625,377.6322021484375,446.3237609863281,436.7052307128906,510.400390625,436.7052307128906,510.400390625,231.39036560058594,498.8809814453125,303.4306945800781,509.680419921875,289.7430114746094,678.1516723632812,165.8336944580078,603.2755126953125,280.3777770996094,803.4251098632812,237.15362548828125,651.5130004882812
40,386.15960693359375,307.5712890625,389.7616271972656,296.05584716796875,386.15960693359375,295.3360900878906,355.1822509765625,273.7445983886719,344.37615966796875,265.10797119140625,364.5474853515625,356.5121154785156,276.658203125,297.4952697753906,377.5147399902344,447.19647216796875,185.8872833251953,249.27420043945312,434.42669677734375,509.8118896484375,434.42669677734375,510.5315856933594,298.27032470703125,519.887939453125,302.5927429199219,509.8118896484375,288.90509033203125,683.9835205078125,165.71597290039062,601.9357299804688,278.0990295410156,801.2975463867188,236.31556701660156,650.8765258789062
41,342.93597412109375,262.7082214355469,352.2929382324219,261.26861572265625,345.8150329589844,252.63108825683594,371.0069274902344,288.620849609375,344.37548828125,264.1477966308594,363.8092041015625,357.00146484375,272.3987121582031,298.697998046875,375.3254699707031,440.4977722167969,186.74636840820312,250.4716796875,433.626708984375,508.87841796875,103.97308349609375,195.0474090576172,299.0301208496094,518.9555053710938,230.65220642089844,495.92205810546875,288.2336120605469,681.62939453125,165.15335083007812,601.01220703125,279.59637451171875,798.236328125,233.53125,647.7989501953125
42,338.6512145996094,264.5806884765625,353.05792236328125,260.2625427246094,344.41387939453125,255.94435119628906,369.6256408691406,291.2093811035156,339.37152099609375,259.5428466796875,361.7019348144531,360.3000793457031,268.77862548828125,299.8457336425781,374.66796875,443.0649719238281,182.3383331298828,254.5049591064453,431.57452392578125,511.4359436035156,87.2540054321289,200.5278778076172,301.1937255859375,522.9511108398438,230.600830078125,500.64056396484375,290.3887023925781,676.9657592773438,167.21127319335938,603.556884765625,281.7446594238281,799.3138427734375,233.48216247558594,651.0567016601562
43,375.48260498046875,304.1271057128906,382.6802062988281,296.9326477050781,369.72454833984375,286.1409912109375,342.3736877441406,265.277099609375,339.4946594238281,262.3993225097656,362.52691650390625,358.08544921875,266.0792541503906,299.09100341796875,376.202392578125,443.6993408203125,172.5105743408203,250.16876220703125,428.0249938964844,507.72991943359375,84.69996643066406,208.44097900390625,301.347412109375,521.3993530273438,233.6900634765625,499.0965881347656,292.7103271484375,681.1160888671875,169.63153076171875,601.9771728515625,233.6900634765625,645.143798828125,235.12960815429688,646.5827026367188
44,375.38531494140625,303.82550048828125,382.5914001464844,293.02752685546875,372.50286865234375,287.98846435546875,343.6784973144531,264.23284912109375,336.472412109375,260.6335144042969,364.576171875,355.6559143066406,266.57330322265625,302.38580322265625,377.5471496582031,442.759765625,175.055908203125,252.7150115966797,430.8722229003906,506.1080017089844,83.53851318359375,205.2038116455078,233.42527770996094,503.9484558105469,308.36865234375,517.6258544921875,294.67706298828125,681.0355224609375,172.1734619140625,600.4105224609375,235.58709716796875,645.7620849609375,237.0283203125,646.4819946289062
45,370.307861328125,295.1660461425781,381.1057434082031,284.3695373535156,353.7511901855469,271.4137268066406,375.34686279296875,286.5288391113281,331.4356384277344,259.8974609375,366.7086181640625,352.027587890625,264.489013671875,297.3253173828125,381.1057434082031,439.1193542480469,168.74813842773438,257.7381591796875,434.37506103515625,503.1785888671875,78.04625701904297,215.99168395996094,307.6803894042969,514.6948852539062,234.97491455078125,503.1785888671875,294.72296142578125,676.6423950195312,173.06729125976562,600.3471069335938,285.3648376464844,793.96435546875,242.17347717285156,647.8516845703125
46,368.2955627441406,296.52313232421875,377.659912109375,285.0008850097656,360.37188720703125,280.6800231933594,377.659912109375,286.441162109375,330.838134765625,259.7959289550781,363.97357177734375,351.2538757324219,260.2452087402344,298.6835632324219,382.7023010253906,434.07012939453125,169.48294067382812,260.5160827636719,439.6087646484375,501.7634582519531,75.11896514892578,227.38954162597656,310.6687316894531,511.845458984375,240.07583618164062,499.6029968261719,295.5416564941406,680.3585205078125,175.24562072753906,601.1429443359375,283.29595947265625,797.0214233398438,245.1181640625,648.6723022460938
47,363.9607238769531,289.758544921875,376.936279296875,281.1255187988281,356.03125,276.089599609375,379.8196716308594,286.16143798828125,327.1968078613281,262.4206848144531,363.2398986816406,347.3119812011719,257.2732238769531,300.5498352050781,381.2614440917969,427.8868103027344,173.65328979492188,267.45660400390625,438.9303283691406,494.0732727050781,62.640621185302734,225.7303466796875,309.8961181640625,515.6558227539062,239.97256469726562,496.9509582519531,295.4789123535156,674.6471557617188,176.5367431640625,597.66943359375,284.6659851074219,797.6676025390625,248.62290954589844,652.34521484375
48,356.42657470703125,284.245849609375,370.10772705078125,277.0442810058594,347.78582763671875,264.8016357421875,375.8683166503906,284.245849609375,324.02374267578125,256.1597900390625,362.9071350097656,349.7799377441406,258.498046875,298.64892578125,384.5090026855469,428.9969787597656,159.12942504882812,263.361328125,442.8341064453125,493.8108825683594,66.9614028930664,231.6745147705078,308.9024353027344,518.2962036132812,237.6162567138672,498.8519592285156,296.661376953125,674.56982421875,174.97079467773438,598.2333984375,284.4203186035156,797.71630859375,244.81686401367188,649.3644409179688
49,362.5518493652344,290.4914245605469,371.1982116699219,278.2617492675781,356.78759765625,276.82293701171875,370.4776916503906,278.98114013671875,320.7611389160156,257.3992919921875,361.8313293457031,347.3235778808594,255.19296264648438,302.0017395019531,386.3293151855469,425.01812744140625,160.80361938476562,272.506591796875,446.13323974609375,483.2890625,54.88579559326172,234.37869262695312,312.1147766113281,510.6260070800781,242.2234344482422,498.3963317871094,294.82208251953125,679.6836547851562,179.53738403320312,600.5503540039062,244.38504028320312,647.3109741210938,243.66448974609375,647.3109741210938
